# Notes : All Entities
# Technology : MassHunter_PROFINDER.IDENTIFIED_COMPOUNDS.New Experiment_2022_Feb_04_14_58_35
# Owner : gxuser
# Created On : Fri Feb 04 14:59:52 MST 2022
Compound	1(raw)	10(raw)	100(raw)	101(raw)	2(raw)	3(raw)	104(raw)	5(raw)	6(raw)	7(raw)	8(raw)	9(raw)	11(raw)	110(raw)	111(raw)	14(raw)	20(raw)	21(raw)	22(raw)	24(raw)	30(raw)	31(raw)	32(raw)	33(raw)	34(raw)	40(raw)	41(raw)	42(raw)	43(raw)	44(raw)	50(raw)	51(raw)	52(raw)	53(raw)	54(raw)	55(raw)	60(raw)	61(raw)	62(raw)	63(raw)	64(raw)	65(raw)	66(raw)	71(raw)	72(raw)	73(raw)	74(raw)	75(raw)	76(raw)	80(raw)	81(raw)	82(raw)	83(raw)	84(raw)	85(raw)	86(raw)	87(raw)	88(raw)	90(raw)	91(raw)	92(raw)	93(raw)	94(raw)	95(raw)	96(raw)	97(raw)	98(raw)	99(raw)	Instrument_QC_5(raw)	Instrument_QC_6(raw)	Batch_1_Instrument_QC_7(raw)	Batch_1_Instrument_QC_8(raw)	Batch_2_Instrument_QC_7(raw)	Batch_2_Instrument_QC_8(raw)	Batch_2_Instrument_QC_9(raw)	Batch_3_Instrument_QC_7(raw)	Batch_3_Instrument_QC_8(raw)	Batch_3_Instrument_QC_9(raw)	Batch_4_Instrument_QC_10(raw)	Batch_4_Instrument_QC_7(raw)	Batch_4_Instrument_QC_8(raw)	Batch_4_Instrument_QC_9(raw)	102(raw)	103(raw)	105(raw)	106(raw)	107(raw)	108(raw)	109(raw)	112(raw)	113(raw)	114(raw)	115(raw)	116(raw)	117(raw)	118(raw)	119(raw)	12(raw)	120(raw)	121(raw)	122(raw)	123(raw)	124(raw)	125(raw)	126(raw)	127(raw)	128(raw)	129(raw)	13(raw)	130(raw)	131(raw)	132(raw)	133(raw)	134(raw)	135(raw)	136(raw)	137(raw)	138(raw)	139(raw)	140(raw)	141(raw)	142(raw)	143(raw)	144(raw)	145(raw)	146(raw)	147(raw)	148(raw)	149(raw)	15(raw)	150(raw)	151(raw)	152(raw)	153(raw)	154(raw)	155(raw)	156(raw)	157(raw)	158(raw)	159(raw)	16(raw)	160(raw)	161(raw)	162(raw)	163(raw)	164(raw)	165(raw)	17(raw)	18(raw)	19(raw)	23(raw)	25(raw)	26(raw)	27(raw)	28(raw)	29(raw)	35(raw)	36(raw)	37(raw)	38(raw)	39(raw)	45(raw)	46(raw)	47(raw)	48(raw)	49(raw)	56(raw)	57(raw)	58(raw)	59(raw)	67(raw)	68(raw)	69(raw)	78(raw)	79(raw)	89(raw)	Batch_1_Instrument_QC_5(raw)	Batch_1_Instrument_QC_6(raw)	Batch_2_Instrument_QC_5(raw)	Batch_2_Instrument_QC_6(raw)	Batch_3_Instrument_QC_5(raw)	Batch_3_Instrument_QC_6(raw)	Batch_4_Instrument_QC_5(raw)	Batch_4_Instrument_QC_6(raw)	Alignment Value	Annotations	CAS Number	ChEBI ID	Compound Name	Formula	HMP ID	Ion Species	KEGG ID	LMP ID	Mass	METLIN ID	PubChem ID	Retention Time
C27H46NO7P_2	95237.0	130441.0	247666.0	267923.0	83301.0	92401.0	340107.0	519361.0	126897.0	147538.0	131722.0	200461.0	320422.0	201672.0	116702.0	211771.0	139517.0	117809.0	147707.0	119790.0	293310.0	431298.0	178327.0	136706.0	129330.0	311355.0	212963.0	189998.0	121840.0	254152.0	88357.0	336318.0	197550.0	284271.0	262404.0	137060.0	286147.0	291713.0	121303.0	135804.0	239052.0	135011.0	197781.0	118021.0	318842.0	228826.0	244253.0	582851.0	148749.0	473651.0	249930.0	338726.0	191834.0	166686.0	126010.0	243082.0	288345.0	205939.0	131181.0	205083.0	256504.0	156727.0	193227.0	178389.0	273760.0	136360.0	185614.0	82864.0	290360.0	282807.0	310525.0	305300.0	305633.0	312703.0	288967.0	296369.0	277086.0	276064.0	242492.0	273113.0	270893.0	271115.0	279454.0	131034.0	165728.0	86323.0	211213.0	122363.0	148124.0	137996.0	107015.0	265114.0	194580.0	256150.0	274706.0	195992.0	144913.0	117738.0	141342.0	164927.0	167572.0	104081.0	197442.0	182978.0	191066.0	264862.0	228813.0	427384.0	83890.0	161086.0	239306.0	173613.0	436378.0	208839.0	216823.0	210056.0	101882.0	243175.0	115520.0	293605.0	142728.0	147028.0	316699.0	137473.0	147511.0	98823.0	138891.0	152761.0	136922.0	129717.0	125158.0	123230.0	123616.0	192874.0	175372.0	272809.0	458528.0	277264.0	308212.0	214525.0	262951.0	182722.0	66229.0	287550.0	101241.0	165238.0	141592.0	99358.0	157060.0	128840.0	224440.0	77080.0	228533.0	295673.0	234302.0	124431.0	418108.0	237179.0	287290.0	190356.0	152302.0	110278.0	177681.0	215214.0	247079.0	164637.0	402037.0	405249.0	248252.0	258746.0	143405.0	150417.0	196037.0	360911.0	173307.0	357445.0	343984.0	303091.0	322847.0	328069.0	308843.0	287390.0	297087.0	281229.0	C27H46NO7P_2	C27H46NO7P_2 [ C27 H46 N O7 P, tgt=84.42, overall=84.42, tgt=, overall=, tgt=, overall=, tgt=, overall=, tgt=, overall= ]			C27H46NO7P_2	C27 H46 N O7 P		[M+H]+			527.3014			12.036998
C18H32O2	356094.0	713658.0	469635.0	568096.0	187410.0	378586.0	496997.0	266065.0	320579.0	315035.0	308833.0	286185.0	243582.0	316421.0	308628.0	235991.0	346847.0	313811.0	410341.0	163421.0	409824.0	855607.0	475272.0	296500.0	420950.0	567334.0	472977.0	511416.0	158116.0	552541.0	211614.0	318423.0	412971.0	546520.0	710704.0	440486.0	318105.0	438653.0	601598.0	388264.0	285879.0	300214.0	458699.0	404383.0	588107.0	411069.0	442318.0	825119.0	527129.0	647536.0	319958.0	388198.0	513850.0	208306.0	463200.0	333513.0	451276.0	460599.0	520917.0	337426.0	673009.0	324744.0	178795.0	363347.0	355815.0	386560.0	154753.0	171733.0	476775.0	377470.0	397597.0	381124.0	403704.0	382696.0	359580.0	359263.0	335657.0	348230.0	336287.0	311036.0	339059.0	327958.0	495637.0	146680.0	555336.0	640840.0	398698.0	508057.0	377133.0	351250.0	357483.0	192418.0	351826.0	231380.0	350773.0	245173.0	370268.0	295247.0	401657.0	317548.0	342456.0	514316.0	311608.0	361966.0	232702.0	213719.0	352350.0	401132.0	348683.0	182982.0	153471.0	348041.0	247405.0	263865.0	388923.0	212160.0	258607.0	261272.0	342855.0	281765.0	264125.0	186637.0	445100.0	298357.0	236595.0	553531.0	226460.0	380622.0	390183.0	374652.0	405902.0	406721.0	330840.0	632969.0	424652.0	374203.0	565908.0	356688.0	614978.0	444564.0	178867.0	350020.0	241149.0	357193.0	288472.0	508583.0	654742.0	252306.0	363795.0	421819.0	286164.0	335846.0	236419.0	389826.0	181991.0	430734.0	334637.0	229819.0	432786.0	208708.0	196145.0	365545.0	216015.0	243941.0	290807.0	355357.0	333656.0	573959.0	247072.0	266458.0	517798.0	245935.0	607648.0	423818.0	303680.0	415523.0	537482.0	372244.0	469123.0	533594.0	455011.0	359870.0	422273.0	327055.0	C18H32O2	C18H32O2 [ C18 H32 O2, tgt=97.77, overall=97.77, tgt=, overall=, tgt=, overall=, tgt=, overall=, tgt=, overall= ]			C18H32O2	C18 H32 O2		[M+H]+			280.2405			14.531005
C25H44NO7P	2556025.0	2885043.0	3719799.0	5673322.0	1596736.0	3129983.0	4144362.0	5097007.0	2896951.0	2334869.0	2363241.0	2958856.0	2911528.0	2694705.0	2628245.0	2121580.0	2356540.0	2440793.0	2919690.0	1993114.0	3903345.0	6886920.0	3141969.0	1935233.0	2490336.0	3890089.0	3457478.0	2660709.0	2973401.0	5948102.0	2166601.0	3855788.0	3241563.0	3378033.0	3398999.0	2192834.0	3825244.0	3679274.0	2390012.0	2874376.0	3920850.0	1969476.0	3367196.0	2187659.0	3931118.0	2589991.0	2910816.0	7973375.0	2894997.0	4725468.0	4711069.0	3366634.0	3325900.0	3186886.0	2292662.0	3025868.0	3286639.0	3770026.0	2266017.0	3032044.0	3443438.0	3306143.0	3137531.0	3773862.0	3373476.0	2556113.0	3460101.0	1620253.0	3886618.0	3796570.0	4217427.0	4062754.0	4153869.0	4235569.0	3934311.0	3937054.0	3869358.0	3745610.0	3248993.0	3711873.0	3722679.0	3783048.0	4633008.0	3603856.0	2524550.0	2321289.0	2374062.0	2217685.0	1653094.0	3131051.0	2149609.0	4066220.0	4257025.0	2306663.0	3531477.0	2583513.0	3642313.0	1854215.0	2770566.0	2449123.0	2873336.0	2075967.0	2559826.0	2925486.0	3270691.0	3781788.0	4394370.0	3635270.0	2016345.0	2897233.0	3316040.0	2724868.0	5456657.0	3489430.0	4276246.0	3325448.0	1885527.0	3597793.0	2504218.0	3149153.0	2230995.0	2132145.0	5986610.0	2327829.0	2130011.0	2724561.0	2163119.0	2423231.0	2892514.0	1850286.0	1821026.0	2247946.0	1799601.0	3279261.0	3397140.0	3304833.0	8286592.0	5255317.0	3835768.0	2271613.0	2937515.0	2261545.0	1820836.0	2899948.0	2391811.0	2386039.0	2224248.0	2108957.0	2806733.0	2380721.0	2273494.0	1985892.0	3117003.0	3788394.0	2190801.0	2443587.0	5137413.0	2253426.0	2552807.0	2972412.0	2285195.0	2222741.0	2441957.0	2533053.0	3844565.0	2893254.0	4664738.0	4636531.0	3708450.0	3738862.0	2996112.0	2969423.0	2601978.0	3535128.0	2400735.0	3755851.0	4721924.0	4141017.0	4324859.0	4320750.0	4181278.0	4029905.0	4025329.0	3826466.0	C25H44NO7P	C25H44NO7P [ C25 H44 N O7 P, tgt=99.22, overall=99.22, tgt=, overall=, tgt=, overall=, tgt=, overall=, tgt=, overall= ]			C25H44NO7P	C25 H44 N O7 P		[M+H]+			501.286			11.813988
C20H32O3	26391.0	1.0	1.0	16507.0	1.0	1.0	1.0	63402.0	10120.0	1.0	159435.0	1.0	1.0	1.0	13699.0	1.0	20170.0	31437.0	1.0	42107.0	73286.0	1.0	1.0	13040.0	31137.0	123536.0	1.0	60040.0	1.0	1.0	84943.0	1.0	111144.0	1.0	1.0	1166854.0	1.0	15034.0	1.0	1.0	1.0	26235.0	29646.0	1.0	1.0	77107.0	1.0	1.0	1.0	141944.0	1.0	37723.0	15564.0	78217.0	1.0	444324.0	9389.0	1.0	1.0	88609.0	19018.0	1.0	1.0	1.0	1.0	1549090.0	63079.0	585763.0	35866.0	1.0	122162.0	121255.0	118443.0	1.0	1.0	127111.0	109076.0	119468.0	115748.0	121418.0	120582.0	13050.0	1.0	57007.0	1.0	12725.0	1.0	1.0	1.0	246967.0	1.0	14594.0	12016.0	69252.0	1.0	1.0	231888.0	65899.0	1.0	542658.0	1.0	83422.0	1.0	19188.0	1.0	55759.0	1.0	733548.0	85432.0	187606.0	34778.0	121095.0	72081.0	51285.0	1.0	1.0	21972.0	1.0	97245.0	31884.0	1.0	62227.0	21540.0	1.0	1.0	18705.0	1.0	1.0	1.0	1.0	47434.0	1.0	22122.0	1.0	1.0	1.0	1.0	1.0	1.0	34933.0	65277.0	1.0	1.0	50108.0	1.0	1.0	39441.0	1.0	1.0	1205408.0	1.0	105100.0	1.0	1.0	17425.0	1.0	75227.0	1.0	1.0	103428.0	23273.0	332940.0	1.0	34285.0	1.0	26385.0	1.0	1.0	1.0	81840.0	1.0	32834.0	13898.0	94664.0	12071.0	1.0	10389.0	1.0	119494.0	113868.0	19985.0	125693.0	122660.0	12426.0	C20H32O3	C20H32O3 [ C20 H32 O3, tgt=75.78, overall=75.78, tgt=, overall=, tgt=, overall=, tgt=, overall=, tgt=, overall= ]			C20H32O3	C20 H32 O3		[M+H]+			320.2354			11.564009
C25H40O4	293182.0	271120.0	220526.0	198994.0	350846.0	321322.0	233322.0	308133.0	169456.0	166808.0	267082.0	143825.0	431861.0	178703.0	238837.0	251623.0	403415.0	295174.0	177746.0	349754.0	236468.0	85647.0	162027.0	247179.0	207986.0	231588.0	143294.0	283436.0	164939.0	233037.0	101440.0	255077.0	161728.0	216656.0	221354.0	194316.0	176181.0	163134.0	156956.0	197442.0	94830.0	423585.0	256368.0	271284.0	165925.0	314503.0	179806.0	139514.0	77550.0	285401.0	378263.0	168972.0	186005.0	177109.0	152028.0	77866.0	285182.0	162260.0	218443.0	226155.0	208890.0	93032.0	170947.0	369154.0	281261.0	230178.0	318846.0	183907.0	378633.0	245647.0	245257.0	367178.0	381455.0	410583.0	261477.0	229942.0	370571.0	384192.0	312682.0	342683.0	371170.0	323979.0	238197.0	111478.0	215951.0	170325.0	164678.0	106728.0	266129.0	254025.0	275665.0	252148.0	223519.0	255959.0	171159.0	309169.0	310693.0	221159.0	210267.0	105787.0	392073.0	216716.0	172088.0	279043.0	96668.0	291275.0	292343.0	295044.0	300840.0	175505.0	152044.0	279017.0	239028.0	260523.0	258366.0	279232.0	238371.0	135946.0	192230.0	138347.0	276346.0	260662.0	131284.0	197296.0	156924.0	205481.0	242809.0	197827.0	343475.0	149446.0	252519.0	179829.0	169548.0	299667.0	284144.0	136143.0	85778.0	214921.0	190275.0	241428.0	324187.0	459503.0	299643.0	115473.0	304708.0	328283.0	250505.0	174598.0	108566.0	230269.0	194471.0	261991.0	352207.0	206323.0	173259.0	363287.0	159248.0	236805.0	151986.0	182029.0	236456.0	360639.0	174036.0	251964.0	176531.0	313697.0	140566.0	211625.0	112941.0	239969.0	355793.0	187821.0	148245.0	276679.0	220245.0	159750.0	388005.0	346752.0	548618.0	237965.0	408771.0	374987.0	419299.0	257603.0	C25H40O4	C25H40O4 [ C25 H40 O4, tgt=92.29, overall=92.29, tgt=, overall=, tgt=, overall=, tgt=, overall=, tgt=, overall= ]			C25H40O4	C25 H40 O4		[M+H]+			404.2927			21.460985
C20H32O2	72788.0	125635.0	34533.0	77959.0	31761.0	30796.0	106160.0	24515.0	51299.0	68030.0	54850.0	100110.0	45568.0	50795.0	29635.0	76427.0	33110.0	40984.0	1.0	32656.0	23012.0	40233.0	26632.0	49779.0	24089.0	45611.0	36566.0	36419.0	37599.0	28502.0	23173.0	23490.0	10959.0	15024.0	34525.0	23330.0	14830.0	13551.0	11588.0	11681.0	38990.0	22963.0	36843.0	20183.0	19294.0	31986.0	25429.0	31029.0	21423.0	18740.0	13893.0	19339.0	10903.0	12465.0	34431.0	20487.0	23910.0	51620.0	24060.0	32203.0	18903.0	30394.0	84948.0	59249.0	34319.0	59770.0	79490.0	82595.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	83605.0	53475.0	60513.0	66537.0	61102.0	70846.0	32069.0	35895.0	10835.0	28001.0	20857.0	39099.0	34842.0	30965.0	17002.0	25537.0	37771.0	20389.0	26083.0	48805.0	75458.0	73871.0	215346.0	220624.0	87552.0	167501.0	32323.0	141557.0	57738.0	194467.0	239932.0	110442.0	137818.0	86369.0	276403.0	177740.0	84447.0	150956.0	66043.0	100117.0	125789.0	78204.0	60856.0	68122.0	117915.0	112873.0	83635.0	21817.0	66405.0	92189.0	178011.0	95651.0	61604.0	110609.0	93193.0	30648.0	198580.0	101296.0	21259.0	51458.0	62723.0	170471.0	39800.0	82233.0	111748.0	82199.0	26578.0	60254.0	42192.0	42037.0	36892.0	31438.0	56457.0	44073.0	47844.0	36635.0	17005.0	36554.0	26098.0	22634.0	39924.0	18091.0	33267.0	15149.0	27050.0	18592.0	35299.0	8265.0	37636.0	33915.0	22326.0	15754.0	23266.0	48232.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	C20H32O2	C20H32O2 [ C20 H32 O2, tgt=97.29, overall=97.29, tgt=, overall=, tgt=, overall=, tgt=, overall=, tgt=, overall= ]			C20H32O2	C20 H32 O2		[M+H]+			304.2404			13.907982
C14H28O2	1.0	1.0	45243.0	32553.0	1.0	7164.0	21248.0	1.0	1.0	1.0	7293.0	1.0	1.0	20366.0	41188.0	1.0	1.0	17214.0	1.0	1.0	1.0	1.0	1.0	1.0	19112.0	1.0	1.0	1.0	11817.0	1.0	1.0	1.0	1.0	5861.0	5776.0	12388.0	1.0	6700.0	1.0	14616.0	1.0	1.0	1.0	1.0	1.0	1.0	5337.0	1.0	1.0	1.0	1.0	7833.0	1.0	8856.0	1.0	55213.0	21419.0	23263.0	16483.0	57481.0	27362.0	3447.0	48298.0	36854.0	11125.0	29154.0	21333.0	55749.0	6826.0	10598.0	1.0	1.0	7747.0	34817.0	22541.0	14870.0	19469.0	7764.0	1.0	1.0	1.0	4451.0	50565.0	54744.0	10137.0	48654.0	5689.0	19800.0	14282.0	12028.0	12101.0	44284.0	1.0	33343.0	4089.0	45731.0	8189.0	1.0	1.0	1.0	34640.0	16296.0	13867.0	45115.0	87627.0	77876.0	32457.0	59215.0	11425.0	40718.0	57209.0	63253.0	74402.0	10356.0	64318.0	31690.0	59671.0	48141.0	25735.0	27125.0	33096.0	60910.0	17420.0	7714.0	34948.0	4038.0	32792.0	60452.0	26552.0	1.0	6069.0	33424.0	23090.0	48173.0	50608.0	58974.0	20010.0	45777.0	39124.0	45319.0	1.0	13154.0	31406.0	93218.0	23152.0	59217.0	1.0	1.0	1.0	1.0	1.0	1.0	2712.0	15699.0	5611.0	1.0	1.0	9270.0	1.0	1.0	1.0	3653.0	1.0	1.0	1.0	1.0	1.0	1.0	5356.0	6333.0	1.0	3444.0	1.0	1.0	1.0	24800.0	12490.0	14126.0	51914.0	28952.0	10629.0	7694.0	1.0	1.0	C14H28O2	C14H28O2 [ C14 H28 O2, tgt=90.91, overall=90.91, tgt=, overall=, tgt=, overall=, tgt=, overall=, tgt=, overall= ]			C14H28O2	C14 H28 O2		[M+H]+			228.207			15.871982
C18H30O2_2	14036.0	1.0	13655.0	1.0	1.0	1.0	8727.0	1.0	1.0	1.0	1.0	1.0	1.0	32024.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4548.0	1.0	1.0	20830.0	1.0	1.0	14539.0	1.0	1.0	1.0	3644.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	316309.0	311098.0	400960.0	381713.0	385205.0	392754.0	411709.0	388537.0	374471.0	367851.0	451290.0	311112.0	326806.0	336353.0	17406.0	1.0	1.0	1.0	18167.0	1.0	23632.0	1.0	1.0	14855.0	1.0	25018.0	1.0	1.0	1.0	13929.0	1.0	9131.0	1.0	1.0	1.0	5482.0	1.0	8919.0	1.0	19780.0	1.0	1.0	38089.0	8645.0	45467.0	1.0	28853.0	20875.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	15246.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	352904.0	366977.0	320946.0	341028.0	327723.0	330948.0	299454.0	311769.0	C18H30O2_2	C18H30O2_2 [ C18 H30 O2, tgt=87.81, overall=87.81, tgt=, overall=, tgt=, overall=, tgt=, overall=, tgt=, overall= ]			C18H30O2_2	C18 H30 O2		[M+H]+			278.2245			12.909998
C16H32O2	50520.0	54099.0	68383.0	38130.0	66786.0	77380.0	70249.0	36826.0	34707.0	39731.0	54809.0	36723.0	53275.0	48764.0	43328.0	47316.0	87087.0	86514.0	39156.0	26556.0	49966.0	64086.0	66284.0	53516.0	39966.0	116997.0	86416.0	38365.0	64784.0	46653.0	27499.0	34166.0	42729.0	42385.0	55851.0	34729.0	45852.0	54368.0	79244.0	114602.0	35580.0	90630.0	86424.0	68517.0	37922.0	86256.0	61697.0	111430.0	49381.0	65008.0	65312.0	45157.0	55925.0	66941.0	50230.0	77428.0	35416.0	57889.0	41816.0	63124.0	121823.0	45283.0	33780.0	42671.0	35491.0	38841.0	25087.0	78158.0	72603.0	58861.0	55368.0	59827.0	91775.0	100726.0	86125.0	46307.0	48296.0	49270.0	48440.0	39482.0	45423.0	45731.0	78009.0	40737.0	48111.0	105335.0	36747.0	79490.0	48256.0	111202.0	82195.0	29663.0	53114.0	34258.0	64386.0	36776.0	33838.0	47372.0	42841.0	62792.0	39569.0	85595.0	41330.0	30810.0	64464.0	51794.0	34240.0	98320.0	83166.0	21576.0	117030.0	24293.0	71974.0	31867.0	43399.0	61969.0	36062.0	31314.0	69836.0	29591.0	24057.0	23493.0	79648.0	40425.0	25660.0	63437.0	37697.0	32085.0	35799.0	49372.0	41479.0	38726.0	36005.0	38223.0	38492.0	40047.0	44237.0	35272.0	46471.0	32267.0	33486.0	37199.0	30029.0	38092.0	41414.0	35774.0	42573.0	33752.0	71991.0	41373.0	36834.0	34324.0	62996.0	74813.0	68003.0	42342.0	41905.0	37811.0	90701.0	29319.0	43528.0	29479.0	38476.0	36777.0	29698.0	63477.0	43675.0	47148.0	34500.0	54562.0	55130.0	58216.0	35613.0	51443.0	72628.0	41894.0	83692.0	52175.0	123744.0	101273.0	59835.0	49254.0	54115.0	40517.0	C16H32O2	C16H32O2 [ C16 H32 O2, tgt=84.00, overall=84.00, tgt=, overall=, tgt=, overall=, tgt=, overall=, tgt=, overall= ]			C16H32O2	C16 H32 O2		[M+H]+			256.24			14.831032
C20H32O3_3	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	20830.0	1.0	1.0	207380.0	197853.0	277966.0	289016.0	170132.0	148395.0	223952.0	160082.0	233563.0	232334.0	212962.0	132141.0	233552.0	148624.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	284261.0	264200.0	145477.0	146619.0	162567.0	159789.0	222724.0	141524.0	C20H32O3_3	C20H32O3_3 [ C20 H32 O3, tgt=69.29, overall=69.29, tgt=, overall=, tgt=, overall=, tgt=, overall=, tgt=, overall= ]			C20H32O3_3	C20 H32 O3		[M+H]+			320.2347			11.824999
